Date,P_in,P2_in,T_Max_degF,T_Min_F,Snow_Depth_in,WindDir,WindSpeMax,WindSpeAvg,Pressure,Srad,DailyP1_in,DailyP2_in,DailySnow_in
1/1/2023,27.4,11.61,3.4,-2.8,40,152,14.4,0.1,952,0.95,0,0,0
1/2/2023,28.4,13.42,3.9,0.6,40,182,14.2,1.6,950,2.32,1,1.81,0
1/3/2023,28.7,13.69,1.7,0.6,39,183,4.3,0.5,966,4,0.3,0.27,0
1/4/2023,28.8,13.72,2.8,-3.3,39,183,9,0.8,967,5.82,0.1,0.03,0
1/5/2023,29,13.72,2.8,-1.7,40,190,8.9,0.4,972,2.14,0.2,0,1
1/6/2023,29.1,13.72,-1.1,-9.4,38,0,0,0,968,0.73,0.1,0,0
1/7/2023,29.2,13.72,-7.8,-12.8,40,0,0,0,973,1.07,0.1,0,2
1/8/2023,29.3,13.73,0.6,-12.8,39,170,17.8,2.2,967,1.43,0.1,0.01,0
1/9/2023,29.5,13.73,0,-5,42,167,13.8,0.6,972,2.13,0.2,0,3
1/10/2023,29.5,13.73,-4.4,-10,41,182,4.2,0.2,971,0.9,0,0,0
1/11/2023,29.5,13.73,-2.2,-5.5,37,183,3.3,0.8,969,1.67,0,0,0
1/12/2023,29.8,13.73,-1.1,-4.4,42,184,2.5,0.2,976,1.26,0.3,0,5
1/13/2023,29.9,13.73,-2.2,-7.8,43,179,2.2,0,971,1.43,0.1,0,1
1/14/2023,30,13.73,-5.5,-10,42,178,2.3,0,976,0.97,0.1,0,0
1/15/2023,30,13.73,-3.9,-10,42,180,3,0,973,0.87,0,0,0
1/16/2023,30.2,13.73,-1.7,-3.9,44,0,0,0,964,0.75,0.2,0,2
1/17/2023,30.3,13.73,-1.1,-3.3,42,173,0.4,0,958,0.89,0.1,0,0
1/18/2023,30.3,13.73,-1.1,-8.3,45,185,3.9,0.2,957,0.64,0,0,3
1/19/2023,30.4,13.73,-1.1,-9.4,45,180,6.1,0.9,965,1.08,0.1,0,0
1/20/2023,30.4,13.73,1.1,-3.3,45,161,8.2,0.5,967,3.66,0,0,0
1/21/2023,31.2,13.81,5.6,-1.7,51,175,12.6,0.9,958,0.97,0.8,0.08,6
1/22/2023,31.2,13.81,5,0.6,49,183,9.2,0.6,984,18.55,0,0,0
1/23/2023,31.3,13.82,0.6,-2.8,46,185,2.1,0,966,2.29,0.1,0.01,0
1/24/2023,32,13.82,0,-2.2,56,0,0,0,976,0.79,0.7,0,10
1/25/2023,32.5,14.28,1.7,0,53,178,8.1,0.7,979,1.25,0.5,0.46,0
1/26/2023,33.8,15.91,2.2,0,51,182,4.3,0.3,1000,3.07,1.3,1.63,0
1/27/2023,34,16.34,2.2,0,49,182,4.2,0.7,1014,14.06,0.2,0.43,0
1/28/2023,34,16.34,0.6,-4.4,48,187,5,1.5,1017,7.09,0,0,0
1/29/2023,34,16.34,1.7,-3.3,47,184,4.3,1,1019,18.2,0,0,0
1/30/2023,34.1,16.34,1.1,-1.7,45,187,2.1,0.2,1006,9.33,0.1,0,0
1/31/2023,34.3,16.35,1.1,-2.2,45,181,2.9,0.2,991,4.17,0.2,0.01,0
2/1/2023,34.3,16.35,-1.7,-5.5,45,184,5.8,1.8,986,1.54,0,0,0
2/2/2023,34.3,16.35,-1.7,-5.5,45,186,7,1.1,979,4.4,0,0,0
2/3/2023,34.6,16.35,-1.1,-3.9,48,178,1.8,0,977,1.99,0.3,0,3
2/4/2023,34.6,16.35,0,-3.9,48,0,0,0,980,2.44,0,0,0
2/5/2023,34.9,16.35,-2.2,-3.9,53,0,0,0,973,1.88,0.3,0,5
2/6/2023,35,16.35,-1.1,-8.9,53,0,0,0,959,1.22,0.1,0,0
2/7/2023,35.8,16.35,0.6,-2.8,61,162,0.6,0,975,1.1,0.8,0,8
2/8/2023,36.4,16.35,0.6,-2.8,65,168,1.9,0,983,5.86,0.6,0,4
2/9/2023,36.6,16.35,-1.1,-5,66,0,0,0,986,4.55,0.2,0,1
2/10/2023,36.7,16.35,-1.1,-12.2,62,182,6,0.6,980,4.56,0.1,0,0
2/11/2023,36.8,16.35,-5.5,-12.2,63,177,4.9,0.9,971,3.63,0.1,0,1
2/12/2023,37.2,16.35,-1.7,-5.5,67,176,1.1,0,970,1.65,0.4,0,4
2/13/2023,37.4,16.35,0,-6.1,65,190,0.1,0,969,3.46,0.2,0,0
2/14/2023,37.5,16.35,0,-5,63,161,12.9,0.9,992,4.3,0.1,0,0
2/15/2023,38,16.35,-3.3,-5,69,140,1.7,0,983,2.39,0.5,0,6
2/16/2023,38.1,16.35,-2.8,-9.4,66,178,5.3,1,984,2.04,0.1,0,0
2/17/2023,38.4,16.35,-3.3,-10.6,68,178,5.1,0.8,988,3.14,0.3,0,2
2/18/2023,38.4,16.35,0,-5.5,66,176,2.8,0.3,988,4.02,0,0,0
2/19/2023,38.9,16.35,-1.7,-5,74,181,3.9,0.3,983,2.12,0.5,0,8
2/20/2023,38.9,16.35,0,-8.3,70,175,9.2,0.4,993,2.29,0,0,0
2/21/2023,38.9,16.35,0.6,-5,69,183,18.7,1.6,1008,2.83,0,0,0
2/22/2023,38.9,16.35,0,-9.4,67,187,6.2,1.5,1012,7.2,0,0,0
2/23/2023,38.9,16.35,-5.5,-12.2,65,185,5.6,1.8,1008,9.69,0,0,0
2/24/2023,39.1,16.35,-3.3,-6.7,66,184,3.1,0.2,995,7.2,0.2,0,1
2/25/2023,39.3,16.35,0.6,-6.7,64,184,5,0.5,980,9.74,0.2,0,0
2/26/2023,39.2,16.35,-1.1,-5.5,64,195,9.4,1,974,10.29,0,0,0
2/27/2023,39.2,16.35,-3.9,-8.9,63,266,9.9,1,980,22.96,0,0,0
2/28/2023,39.3,16.35,-6.7,-10,63,182,20,2.8,986,36.13,0.1,0,0
3/1/2023,39.4,16.35,-8.9,-13.3,62,169,7.6,0.4,970,15.81,0.1,0,0
3/2/2023,39.4,16.35,0.6,-10.6,60,181,21.9,2,950,22.05,0,0,0
3/3/2023,39.4,16.35,-1.1,-3.3,61,202,15.1,2.7,973,54.28,0,0,1
3/4/2023,39.4,16.35,-3.3,-7.2,60,193,18,2.9,996,71.04,0,0,0
3/5/2023,39.4,16.35,-1.7,-8.3,59,165,17.5,3.2,1005,47.97,0,0,0
3/6/2023,39.4,16.35,-1.1,-9.4,58,181,16.4,1.8,1005,58.53,0,0,0
3/7/2023,39.4,16.35,-1.7,-9.4,58,187,5.9,1.8,1002,57.8,0,0,0
3/8/2023,39.4,16.35,9.5,-7.2,58,188,7.2,1.5,1001,67.24,0,0,0
3/9/2023,39.4,16.37,2.2,-3.3,56,189,5.4,0.8,1001,48.52,0,0.02,0
3/10/2023,39.5,16.45,7.8,-4.4,57,310,9.7,0.8,997,61.61,0.1,0.08,1
3/11/2023,39.6,16.45,1.7,-2.2,57,347,12.1,1.9,1000,61.51,0.1,0,0
3/12/2023,39.6,16.45,2.8,-1.7,57,173,17,3.2,997,83.1,0,0,0
3/13/2023,39.6,16.45,0,-10,56,184,15.3,1.8,979,97.8,0,0,0
3/14/2023,39.6,16.45,-2.8,-7.2,56,195,13.6,2,975,95.1,0,0,0
3/15/2023,39.6,16.45,-5.5,-9.4,55,161,12.8,1.4,971,70.78,0,0,0
3/16/2023,39.6,16.45,-1.7,-8.3,55,143,13.2,1.7,976,88,0,0,0
3/17/2023,39.6,16.49,-1.1,-9.4,54,187,5.6,0.9,977,46.19,0,0.04,0
3/18/2023,40.6,16.49,0.6,-3.3,65,186,14.8,1.3,988,5.49,1,0,11
3/19/2023,40.7,16.83,3.4,-4.4,64,163,9.3,1.1,979,7.06,0.1,0.34,0
3/20/2023,41,17.02,2.8,-6.1,62,191,6.7,0.7,988,24.87,0.3,0.19,0
3/21/2023,41,17.09,2.8,-6.7,60,189,4.8,0.9,984,51.27,0,0.07,0
3/22/2023,40.9,17.1,1.7,-4.4,84,184,6.6,0.7,975,56.99,0,0.01,24
3/23/2023,41.4,17.12,2.2,-2.8,0,179,9.8,0.5,973,41.74,0.5,0.02,0
3/24/2023,41.4,17.35,-99.9,-99.9,67,-99.9,-99.9,-99.9,996,-99.9,0,0.23,67
3/25/2023,41.4,17.45,3.9,-4.4,65,189,5,1,1047,112.4,0,0.1,0
3/26/2023,41.4,17.49,1.7,-3.9,64,194,11.3,1,1015,165.9,0,0.04,0
3/27/2023,41.4,17.6,2.8,-7.2,64,168,12.2,2,1018,163.7,0,0.11,0
3/28/2023,41.4,17.65,3.4,-9.4,63,188,5.5,1.7,1013,178.1,0,0.05,0
3/29/2023,41.4,17.65,3.9,-6.1,62,191,6.5,1.2,1004,190.8,0,0,0
3/30/2023,41.4,17.65,2.8,-5.5,62,192,5.2,0.9,989,117,0,0,0
3/31/2023,41.4,17.76,1.7,-3.9,63,182,5.2,0.5,976,105.3,0,0.11,1
4/1/2023,41.4,17.76,5,-4.4,62,179,11.9,1.7,978,167.8,0,0,0
4/2/2023,41.4,17.76,3.9,-3.9,61,182,15.8,2.3,995,195.8,0,0,0
4/3/2023,41.4,17.76,6.1,-6.1,60,190,8.3,1.5,1000,231,0,0,0
4/4/2023,41.4,17.76,3.4,-4.4,59,183,10.2,1.5,997,169.9,0,0,0
4/5/2023,41.5,17.76,2.8,-2.8,62,189,3,0.4,987,122.8,0.1,0,3
4/6/2023,41.5,17.89,6.1,-2.2,60,200,9.7,0.4,976,208.9,0,0.13,0
4/7/2023,41.6,18.03,3.4,-3.3,59,200,4.9,0.5,972,93.8,0.1,0.14,0
4/8/2023,41.6,18.03,5,-6.1,59,191,4,0.9,976,170.1,0,0,0
4/9/2023,41.6,18.03,3.4,-5.5,58,187,3.9,1.2,965,224.2,0,0,0
4/10/2023,41.8,18.22,5.6,-2.2,59,188,10.6,1.1,970,122.9,0.2,0.19,1
4/11/2023,41.8,18.23,3.9,-3.9,58,201,9.7,1.1,994,159.4,0,0.01,0
4/12/2023,41.9,18.29,1.1,-5,61,210,4.8,0.6,994,121.6,0.1,0.06,3
4/13/2023,42.2,18.54,1.7,-2.8,62,218,4.1,0.4,987,65.58,0.3,0.25,1
4/14/2023,42.2,18.67,4.5,-3.9,60,184,6.5,1.1,984,174.1,0,0.13,0
4/15/2023,42.4,18.81,2.8,-3.3,63,171,8.4,0.6,983,31.79,0.2,0.14,3
4/16/2023,42.4,19.06,7.8,-3.9,61,192,4.7,1.1,984,180.6,0,0.25,0
4/17/2023,42.4,19.06,7.8,-1.7,60,187,4.8,1.4,986,218.9,0,0,0
4/18/2023,42.4,19.06,9.5,1.1,58,177,12.1,1.4,987,268.5,0,0,0
4/19/2023,42.4,19.06,9.5,0.6,57,175,12.5,2.2,993,276.9,0,0,0
4/20/2023,42.4,19.06,8.9,-2.2,56,188,10.8,1.3,1005,276.2,0,0,0
4/21/2023,42.4,19.06,9.5,0,54,189,5.4,1.4,1006,289.7,0,0,0
4/22/2023,42.4,19.06,11.7,1.7,52,190,5.3,1.5,999,295.3,0,0,0
4/23/2023,42.4,19.06,8.4,1.1,52,186,7.4,1.2,985,211.1,0,0,0
4/24/2023,42.5,19.07,6.1,1.1,50,168,15.9,2.7,980,238.4,0.1,0.01,0
4/25/2023,42.5,19.07,7.8,1.7,50,163,15.4,1.7,991,204.8,0,0,0
4/26/2023,42.6,19.17,3.9,-1.1,50,189,3.6,0.4,987,116.6,0.1,0.1,0
4/27/2023,42.7,19.3,5.6,-1.7,49,197,8.3,0.6,984,150.3,0.1,0.13,0
4/28/2023,42.8,19.42,8.4,0,48,199,5.5,0.7,995,179.3,0.1,0.12,0
4/29/2023,43.4,20.09,2.2,0,48,187,3.3,0.3,996,85,0.6,0.67,0
4/30/2023,43.9,20.59,3.4,-1.1,48,183,5.1,0.5,990,72.4,0.5,0.5,0
5/1/2023,43.9,20.78,8.9,0.6,46,194,4,0.6,993,213.7,0,0.19,0
5/2/2023,44.4,21.3,2.8,0,46,195,4,0.5,990,94.2,0.5,0.52,0
5/3/2023,44.4,21.34,6.7,-3.3,45,196,4.6,0.5,987,250.9,0,0.04,0
5/4/2023,44.7,21.65,2.8,0.6,45,203,5,0.6,994,88.5,0.3,0.31,0
5/5/2023,44.7,21.66,9.5,0.6,43,195,4.2,0.8,997,248.5,0,0.01,0
5/6/2023,44.7,21.66,10,-1.1,42,193,6,1.1,993,271.4,0,0,0
5/7/2023,44.7,21.66,8.4,0,41,192,3.9,1.1,998,212,0,0,0
5/8/2023,44.7,21.67,6.7,0,40,186,3.7,1.2,997,198.4,0,0.01,0
5/9/2023,44.8,21.79,6.7,0.6,39,199,7.8,1.2,998,192.8,0.1,0.12,0
5/10/2023,45,22.02,3.9,0.6,38,179,3.5,1,995,140.1,0.2,0.23,0
5/11/2023,45,22.04,6.7,1.7,37,186,4.3,1.3,992,154.1,0,0.02,0
5/12/2023,45,22.07,10.6,2.8,34,189,6,1.5,993,222.1,0,0.03,0
5/13/2023,45,22.09,10,2.8,33,193,4.7,1.5,999,265.8,0,0.02,0
5/14/2023,45,22.13,11.7,2.8,31,196,4.8,1.5,1011,274.6,0,0.04,0
5/15/2023,45.1,22.3,8.4,2.8,29,193,5.4,1.4,1011,166.4,0.1,0.17,0
5/16/2023,45.1,22.31,12.2,2.8,27,192,5.3,1.5,1008,342.8,0,0.01,0
5/17/2023,45.3,22.54,6.1,2.8,26,185,4.7,1.7,1007,108.3,0.2,0.23,0
5/18/2023,45.3,45.3,12.8,1.7,23,209,5.8,1.6,999,377.4,0,22.76,0
5/19/2023,45.3,45.3,16.7,2.8,20,188,7.8,2.3,991,362.6,0,0,0
5/20/2023,45.4,45.34,10,3.9,19,190,6.1,2.1,1002,89.7,0.1,0.04,0
5/21/2023,45.5,45.43,10,3.4,17,199,7.9,1.5,1006,144.3,0.1,0.09,0
5/22/2023,45.5,45.43,10.6,3.4,15,216,8.9,1.5,1010,226,0,0,0
5/23/2023,45.5,45.43,10,2.8,12,206,6,1.5,1008,227.7,0,0,0
5/24/2023,45.6,45.57,10,2.2,9,211,3.9,1.2,1000,234.4,0.1,0.14,0
5/25/2023,45.8,45.8,7.8,2.8,8,188,3.5,1.1,999,114.9,0.2,0.23,0
5/26/2023,46.1,46.15,8.4,3.4,7,188,4.9,1.4,983,101.8,0.3,0.35,0
5/27/2023,46.5,46.42,8.4,2.2,6,201,9.4,1.3,991,94.2,0.4,0.27,0
5/28/2023,46.6,46.55,6.7,2.2,4,188,3.5,1,979,112.4,0.1,0.13,0
5/29/2023,46.6,46.58,10,2.8,3,198,5.5,1.1,984,157.5,0,0.03,0
5/30/2023,46.6,46.64,8.4,2.8,1,231,7.8,1.2,991,157.2,0,0.06,0
5/31/2023,46.7,46.78,6.7,2.2,0,234,5.1,1,992,151.9,0.1,0.14,0
6/1/2023,46.7,46.98,7.8,2.8,0,209,5.2,0.7,996,121.2,0,0.2,0
6/2/2023,46.7,47.05,7.8,2.8,0,217,4.9,0.9,998,121.8,0,0.07,0
6/3/2023,46.7,47.09,9.5,2.8,0,198,6.5,1.2,1001,154.7,0,0.04,0
6/4/2023,46.7,47.09,12.8,3.9,0,234,7.8,1.6,1005,274,0,0,0
6/5/2023,46.7,47.09,15,4.5,0,239,7.4,1.8,1003,380.8,0,0,0
6/6/2023,46.7,47.09,15.6,3.9,0,259,11,2,1001,403.3,0,0,0
6/7/2023,46.8,47.09,11.1,5.6,0,225,4.4,1.1,997,143.6,0.1,0,0
6/8/2023,46.9,47.28,11.1,4.5,0,212,6.4,1.3,991,156.5,0.1,0.19,0
6/9/2023,47.3,47.72,10.6,5,0,192,5.3,1.1,994,112,0.4,0.44,0
6/10/2023,47.4,47.85,11.1,5,0,226,7.6,1.2,997,164,0.1,0.13,0
6/11/2023,47.5,47.99,10,4.5,0,226,6.6,1.1,1001,160,0.1,0.14,0
6/12/2023,48.2,48.6,7.8,4.5,0,196,4.4,0.8,994,92.3,0.7,0.61,0
6/13/2023,48.6,49.12,7.8,3.4,0,249,5.3,0.6,1003,127.4,0.4,0.52,0
6/14/2023,48.7,49.29,11.7,2.8,0,274,7.3,1,1004,219.1,0.1,0.17,0
6/15/2023,48.7,49.29,12.8,3.9,0,260,6.2,1,997,235.8,0,0,0
6/16/2023,48.7,49.31,11.1,3.9,0,224,3.3,0.8,977,168.4,0,0.02,0
6/17/2023,48.7,49.45,15,4.5,0,282,8.9,1,989,246.8,0,0.14,0
6/18/2023,48.7,49.45,15.6,5.6,0,249,6.3,1.2,1002,207.1,0,0,0
6/19/2023,48.7,49.45,23.9,5.6,0,214,6.3,1.5,1002,406.2,0,0,0
6/20/2023,48.7,49.45,21.7,8.9,0,222,9.9,1.8,1001,364.6,0,0,0
6/21/2023,48.8,49.67,14.5,9.5,0,214,3.9,0.7,1001,119.6,0.1,0.22,0
6/22/2023,49.1,50.03,13.4,8.9,0,241,3.3,0.5,1000,113,0.3,0.36,0
6/23/2023,49.7,50.6,11.7,8.9,0,278,3.3,0.4,999,97.3,0.6,0.57,0
6/24/2023,49.6,50.66,16.7,9.5,0,13,4.3,0.5,994,231.1,0,0.06,0
6/25/2023,49.8,50.95,15,10,0,285,4.2,0.5,994,156,0.2,0.29,0
6/26/2023,50.6,51.6,12.2,8.9,0,326,4.2,0.3,998,96.9,0.8,0.65,0
6/27/2023,50.9,51.89,12.2,8.4,0,353,3.9,0.3,995,144.3,0.3,0.29,0
6/28/2023,50.8,51.94,12.8,8.4,0,27,3.5,0.3,988,154.4,0,0.05,0
6/29/2023,51,52.21,13.4,8.9,0,267,3.4,0.4,987,132.9,0.2,0.27,0
6/30/2023,51.3,52.49,12.8,8.9,0,342,4.4,0.3,996,138.3,0.3,0.28,0
7/1/2023,51.3,52.5,13.4,7.8,0,321,4.2,0.4,1000,192.1,0,0.01,0
7/2/2023,51.3,52.51,13.4,8.9,0,324,3.2,0.4,1006,142.3,0,0.01,0
7/3/2023,51.3,52.52,16.1,9.5,0,354,7,0.6,1006,232.7,0,0.01,0
7/4/2023,51.7,53.09,12.8,9.5,0,314,5,0.4,1003,113.3,0.4,0.57,0
7/5/2023,52,53.23,11.1,8.9,0,326,6.3,0.4,1009,138.8,0.3,0.14,0
7/6/2023,52,53.23,16.1,6.7,0,326,8.9,0.8,1008,282.7,0,0,0
7/7/2023,52.1,53.56,12.2,9.5,0,288,3.6,0.3,1001,92.6,0.1,0.33,0
7/8/2023,52.2,53.66,15,8.9,0,22,6.2,0.5,998,159,0.1,0.1,0
7/9/2023,52.2,53.69,15,7.8,0,352,9,0.8,999,313.6,0,0.03,0
7/10/2023,52.2,53.7,15.6,9.5,0,344,10.7,1,998,337.7,0,0.01,0
7/11/2023,52.4,53.71,12.2,9.5,0,350,6.8,0.5,999,133.4,0.2,0.01,0
7/12/2023,52.4,53.71,13.4,9.5,0,4,4.3,0.4,1001,170.9,0,0,0
7/13/2023,52.4,53.72,14.5,10.6,0,347,2.6,0.2,1002,115.3,0,0.01,0
7/14/2023,52.4,53.72,15,10.6,0,353,4,0.3,1004,132.5,0,0,0
7/15/2023,52.4,53.72,15,10.6,0,344,3.2,0.3,1002,117.1,0,0,0
7/16/2023,52.7,53.73,12.2,10.6,0,330,2.7,0.1,997,68.14,0.3,0.01,0
7/17/2023,53.7,53.74,11.7,10.6,0,342,1.8,0,994,68.24,1,0.01,0
7/18/2023,53.9,53.76,16.7,10,0,6,6,0.2,998,147.7,0.2,0.02,0
7/19/2023,54.2,53.77,16.7,10.6,0,25,2.8,0.2,1000,170.2,0.3,0.01,0
7/20/2023,55.7,53.78,15,11.1,0,336,4.7,0.2,1007,111.3,1.5,0.01,0
7/21/2023,55.7,53.79,18.9,9.5,0,351,4.8,0.8,1000,371.2,0,0.01,0
7/22/2023,55.7,53.79,22.8,11.7,0,162,3.9,0.8,999,264,0,0,0
7/23/2023,55.7,53.8,21.1,12.2,0,102,3.8,0.8,993,324.4,0,0.01,0
7/24/2023,55.7,53.8,19.5,11.1,0,300,5.8,0.9,996,254.2,0,0,0
7/25/2023,55.7,53.81,15,11.7,0,7,2.6,0.1,996,61.36,0,0.01,0
7/26/2023,55.7,53.81,16.1,11.7,0,6,2.7,0.2,1000,118.3,0,0,0
7/27/2023,55.7,53.81,16.1,11.7,0,17,3.3,0.3,1006,151.7,0,0,0
7/28/2023,55.7,53.81,16.7,11.7,0,345,4,0.4,1006,148.5,0,0,0
7/29/2023,55.7,53.82,18.4,11.7,0,351,4.5,0.4,1002,222.9,0,0.01,0
7/30/2023,55.7,53.82,16.7,11.7,0,7,3,0.3,999,166.9,0,0,0
7/31/2023,55.7,53.82,20,11.7,0,354,4.1,0.6,1000,315.3,0,0,0
8/1/2023,55.7,53.82,18.4,12.2,0,2,3.4,0.4,1000,158,0,0,0
8/2/2023,55.7,53.83,18.9,12.2,0,350,3.7,0.5,1002,215.9,0,0.01,0
8/3/2023,55.7,53.83,16.7,12.2,0,356,4.3,0.2,1002,119.8,0,0,0
8/4/2023,55.7,53.83,18.9,12.8,0,16,3.8,0.4,1004,231.9,0,0,0
8/5/2023,55.7,53.83,16.7,12.2,0,348,4.1,0.2,1005,132.3,0,0,0
