Date,P_in,P2_in,T_Max_degF,T_Min_F,Snow_Depth_in,WindDir,WindSpeMax,WindSpeAvg,Pressure,Srad,DailyP1_in,DailyP2_in,DailySnow_in
3/15/2024,45.4,20.43,3.4,-3.3,87,188,8.9,0.8,1002,81.1,0,0.04,2
3/16/2024,45.5,20.6,2.2,-3.3,87,184,8.7,0.4,989,31.37,0.1,0.17,0
3/17/2024,46.7,20.61,2.2,-1.1,100,178,7.1,0.2,983,4.09,1.2,0.01,13
3/18/2024,46.9,21.14,3.9,0,93,180,2.3,0,996,52.55,0.2,0.53,0
3/19/2024,47,21.25,4.5,-0.5,88,184,3.6,0.1,1010,87.7,0.1,0.11,0
3/20/2024,47,21.25,5,-2.8,86,187,4.5,0.6,1007,128.8,0,0,0
3/21/2024,47,21.25,3.4,-4.4,86,185,4.4,1.6,1002,139.1,0,0,0
3/22/2024,47,21.25,5,-3.9,85,185,5.2,1.6,1002,134.8,0,0,0
3/23/2024,47,21.25,3.4,-6.1,85,189,4.7,1.1,998,93.8,0,0,0
3/24/2024,47,21.25,5,-3.9,85,187,4.3,1.2,984,114.2,0,0,0
3/25/2024,47,21.25,5,-1.1,85,186,4.5,0.9,978,80.1,0,0,0
3/26/2024,47.4,21.85,1.7,-0.5,85,179,2.4,0.2,986,44.66,0.4,0.6,0
3/27/2024,47.6,22.13,3.4,0,84,180,2.6,0.5,991,86.2,0.2,0.28,0
3/28/2024,47.6,22.14,4.5,-0.5,83,185,3.2,0.7,990,124.2,0,0.01,0
3/29/2024,47.6,22.14,3.9,-2.8,83,186,3.7,1.4,996,187.1,0,0,0
3/30/2024,47.9,22.27,0.6,-2.2,89,189,3.6,0.4,991,42.46,0.3,0.13,6
3/31/2024,50,22.39,1.1,-1.7,98,147,15.7,0.1,969,6.65,2.1,0.12,9
4/1/2024,50.2,22.65,1.7,-1.1,99,127,6.6,0.3,988,12.74,0.2,0.26,1
4/2/2024,50.2,22.75,2.8,-3.3,98,195,3.5,0.5,982,14.18,0,0.1,0
4/3/2024,50.2,23.63,3.4,-6.1,96,182,6.7,1.6,1000,153.6,0,0.88,0
4/4/2024,50.2,23.82,3.9,-6.1,95,185,5.3,1.2,1004,149,0,0.19,0
4/5/2024,50.4,23.97,0.6,-3.9,96,192,4.4,0.6,989,61.22,0.2,0.15,1
4/6/2024,50.6,24.2,5.6,-2.2,96,187,4.4,0.4,980,104.3,0.2,0.23,0
4/7/2024,50.9,24.56,2.2,-1.1,96,198,3.5,0.4,981,72.64,0.3,0.36,0
4/8/2024,51,24.59,2.8,-5,94,181,5.8,0.8,974,207.6,0.1,0.03,0
4/9/2024,51,24.59,6.1,-1.1,94,177,7.4,0.7,981,221.7,0,0,0
4/10/2024,51.2,24.66,2.2,-1.7,99,191,3.4,0.4,991,101.6,0.2,0.07,5
4/11/2024,51.6,25.14,5,-2.2,96,186,4.4,0.8,993,128.8,0.4,0.48,0
4/12/2024,51.6,25.17,3.4,-1.7,95,200,7.3,0.6,989,126.8,0,0.03,0
4/13/2024,51.9,25.38,0.6,-2.2,99,189,4.1,0.2,983,57.68,0.3,0.21,4
4/14/2024,52,25.58,5.6,-3.9,94,186,4.1,0.8,995,240,0.1,0.2,0
4/15/2024,52,25.58,6.7,-5,93,188,4.6,1.7,1006,272.1,0,0,0
4/16/2024,52,25.58,3.9,-5,92,187,5,1.8,1014,273.6,0,0,0
4/17/2024,52,25.58,4.5,-4.4,91,186,4.1,1.3,1014,172.8,0,0,0
4/18/2024,52,25.58,4.5,-3.9,91,185,4.9,1.3,1013,207.2,0,0,0
4/19/2024,52,25.58,7.2,0.6,89,183,4.7,1.5,1010,199.3,0,0,0
4/20/2024,52,25.58,8.4,-1.1,89,184,5.1,2.1,1001,292,0,0,0
4/21/2024,52,25.58,6.7,-0.5,87,186,4.9,2.2,992,280.4,0,0,0
4/22/2024,52,25.59,6.1,-0.5,86,184,5.2,2,1000,161,0,0.01,0
4/23/2024,52,25.61,7.8,1.1,84,183,3.8,1.3,999,258.8,0,0.02,0
4/24/2024,52,25.61,6.1,1.1,82,183,4,1.6,993,295.3,0,0,0
4/25/2024,52,25.61,6.1,-0.5,80,184,4,2,995,290,0,0,0
4/26/2024,52,25.61,7.8,-0.5,79,185,6.4,1.9,997,288.3,0,0,0
4/27/2024,52,25.61,7.2,1.1,77,187,3.8,1.5,988,293.7,0,0,0
4/28/2024,52,25.61,7.2,-1.1,76,185,5,2.1,984,299.6,0,0,0
4/29/2024,52,25.61,10.6,1.7,75,183,6,2.2,994,317.3,0,0,0
4/30/2024,52,25.61,7.2,2.8,73,185,6.6,1.9,999,255.2,0,0,0
5/1/2024,52,25.62,6.7,2.2,71,187,4.4,1.5,1003,152.9,0,0.01,0
5/2/2024,52,25.67,7.2,1.7,70,185,3.6,1.4,1003,225.8,0,0.05,0
5/3/2024,52,25.67,5.6,2.2,68,184,4.4,1.7,996,185.5,0,0,0
5/4/2024,52,25.77,6.1,1.7,68,187,4.5,1.7,987,115.7,0,0.1,0
5/5/2024,52.5,26.44,3.4,0.6,67,181,5.1,1.4,976,97.2,0.5,0.67,0
5/6/2024,52.7,26.76,5.6,1.1,66,186,3.7,1.2,977,124.9,0.2,0.32,0
5/7/2024,52.7,26.76,7.8,1.1,64,186,3.6,1.4,987,251.4,0,0,0
5/8/2024,52.7,52.7,8.4,1.1,63,188,5.8,1.4,986,226.9,0,25.94,0
5/9/2024,53.1,53.23,6.7,1.1,62,188,6.8,1.3,1000,141.9,0.4,0.53,0
5/10/2024,53.5,53.72,3.9,0,61,184,5.6,1,998,147.4,0.4,0.49,0
5/11/2024,53.7,54.01,4.5,-1.1,59,190,8.6,0.5,997,168.5,0.2,0.29,0
5/12/2024,53.8,54.12,2.8,0,61,182,4.3,1.1,984,134.3,0.1,0.11,2
5/13/2024,53.8,54.27,5,1.7,59,185,4.1,1.5,990,184.2,0,0.15,0
5/14/2024,53.8,54.31,7.8,1.1,57,189,4.6,1.5,992,359.6,0,0.04,0
5/15/2024,53.8,54.31,7.8,2.2,56,190,5.2,1.7,996,348.1,0,0,0
5/16/2024,53.8,54.31,10,1.1,54,191,5.5,1.8,999,362.3,0,0,0
5/17/2024,53.8,54.31,6.7,1.1,53,190,4.3,1.6,998,156.4,0,0,0
5/18/2024,53.8,54.31,10,2.2,51,193,5.8,1.4,1001,330.6,0,0,0
5/19/2024,53.8,54.31,8.4,2.2,50,189,5.2,1.5,996,227.7,0,0,0
5/20/2024,53.8,54.44,8.4,1.7,48,190,6.5,1.6,996,260.3,0,0.13,0
5/21/2024,53.8,54.44,9.5,2.8,44,195,5.3,1.5,1000,354,0,0,0
5/22/2024,54.2,54.8,7.2,1.1,42,193,7.1,1.6,1000,152.8,0.4,0.36,0
5/23/2024,54.3,55.01,4.5,1.1,42,185,3.3,1,992,89.5,0.1,0.21,0
5/24/2024,54.3,55.05,11.7,1.7,41,193,5.1,1.4,992,383.2,0,0.04,0
5/25/2024,54.6,55.22,7.8,2.2,39,188,4.9,1.7,987,151.5,0.3,0.17,0
5/26/2024,54.6,55.24,8.9,2.2,37,194,5.4,1.5,986,242.7,0,0.02,0
5/27/2024,54.6,55.33,11.7,2.8,32,192,5.3,1.8,989,331.5,0,0.09,0
5/28/2024,54.8,55.54,7.8,3.4,31,191,5.3,1.7,994,165.6,0.2,0.21,0
5/29/2024,55.2,55.85,6.7,2.8,31,192,4.6,1.5,997,121.9,0.4,0.31,0
5/30/2024,55.2,55.9,9.5,2.8,29,192,3.6,1.4,1003,197.2,0,0.05,0
5/31/2024,55.2,55.91,11.1,2.8,25,198,4.6,1.5,999,237.7,0,0.01,0
6/1/2024,55.2,55.91,11.7,1.7,23,193,4.8,1.6,986,252.9,0,0,0
6/2/2024,55.3,56.06,10,3.9,23,191,4.4,1.3,982,180,0.1,0.15,0
6/3/2024,55.3,56.06,11.7,3.4,20,204,6.2,1.4,976,257,0,0,0
6/4/2024,55.3,56.09,11.7,3.4,16,196,4.4,1.7,974,278.7,0,0.03,0
6/5/2024,55.3,56.12,16.1,4.5,14,212,5,1.5,977,383,0,0.03,0
6/6/2024,56,56.76,8.4,3.9,12,192,4.7,1.5,991,156.8,0.7,0.64,0
6/7/2024,56.1,56.97,8.9,3.4,10,194,4.6,1.1,1007,134.5,0.1,0.21,0
6/8/2024,56.1,56.97,12.8,3.4,6,214,7.9,1.6,1000,382.8,0,0,0
6/9/2024,56.1,56.97,15.6,4.5,5,189,5.6,2,995,174.4,0,0,0
6/10/2024,56.2,57.03,11.7,4.5,3,200,5.9,1.4,993,147.2,0.1,0.06,0
6/11/2024,56.3,57.12,12.8,4.5,0,210,6.5,1.1,990,232,0.1,0.09,0
6/12/2024,56.5,57.36,11.7,4.5,0,200,7,1.2,996,188.4,0.2,0.24,0
6/13/2024,56.5,57.38,10,4.5,0,205,6,0.5,1005,120.2,0,0.02,0
6/14/2024,56.5,57.38,13.9,3.9,0,282,6,1.1,1000,295.8,0,0,0
6/15/2024,56.5,57.38,23.4,4.5,0,205,7.2,0.8,998,395.2,0,0,0
6/16/2024,56.5,57.38,16.7,6.7,0,299,8.8,1.3,1002,394.2,0,0,0
6/17/2024,56.5,57.38,19.5,5.6,0,224,4.6,1.7,1001,394.8,0,0,0
6/18/2024,56.5,57.38,17.8,5.6,1,250,6.5,1.5,999,394.4,0,0,1
6/19/2024,56.5,57.38,13.4,6.1,2,236,5.1,1,1000,173.7,0,0,1
6/20/2024,56.5,57.38,15,6.7,0,224,8.9,1.6,1000,370.2,0,0,0
6/21/2024,56.5,57.38,16.7,4.5,0,245,5.8,1.4,997,303.6,0,0,0
6/22/2024,56.5,57.38,18.4,5.6,0,234,6.7,1.8,989,394.1,0,0,0
6/23/2024,56.5,57.38,21.1,6.7,0,232,8.1,1.6,989,382,0,0,0
6/24/2024,56.5,57.38,20,7.2,0,241,8.6,1.5,995,376.7,0,0,0
6/25/2024,56.5,57.38,17.8,8.9,0,231,5.2,1,1002,234.5,0,0,0
6/26/2024,56.5,57.38,15.6,8.9,0,281,6.8,1,1000,249,0,0,0
6/27/2024,56.5,57.38,16.7,8.9,0,265,5.3,1.1,996,273.2,0,0,0
6/28/2024,56.5,57.38,18.4,8.9,0,285,6.2,1.2,995,342,0,0,0
6/29/2024,56.5,57.38,17.8,8.4,0,271,6.3,1.2,995,288.1,0,0,0
6/30/2024,56.5,57.38,21.1,8.9,0,263,9.5,1.3,993,389.6,0,0,0
7/1/2024,56.5,57.6,15,10,0,256,5,0.6,1000,122.5,0,0.22,0
7/2/2024,56.6,57.76,13.4,9.5,0,127,4,0.3,1004,123.2,0.1,0.16,0
7/3/2024,56.6,57.77,13.4,8.9,0,228,3.7,0.7,1009,139,0,0.01,0
7/4/2024,56.6,57.77,13.9,9.5,0,324,6.4,0.7,1010,172.2,0,0,0
7/5/2024,56.8,57.81,12.2,9.5,0,305,7.6,0.7,1007,100.4,0.2,0.04,0
7/6/2024,56.8,57.85,11.1,8.9,0,326,5.7,0.3,1008,85.3,0,0.04,0
7/7/2024,57.2,58.33,11.7,8.9,0,318,5,0.5,1005,94.6,0.4,0.48,0
7/8/2024,57.2,58.33,12.2,8.9,0,248,2.3,0.2,1001,103,0,0,0
7/9/2024,57.2,58.35,13.9,8.9,0,348,5,0.3,995,133.9,0,0.02,0
7/10/2024,57.2,58.37,15,9.5,0,202,3.9,0.6,991,150.1,0,0.02,0
7/11/2024,57.3,58.56,13.9,9.5,0,341,4.8,0.4,996,130.1,0.1,0.19,0
7/12/2024,57.5,58.71,13.4,8.9,0,278,5.7,0.4,1000,147.2,0.2,0.15,0
7/13/2024,57.6,58.85,12.8,8.9,0,297,5.4,0.5,997,123.9,0.1,0.14,0
7/14/2024,58.3,59.62,10.6,8.9,0,253,2.2,0.1,984,68.92,0.7,0.77,0
7/15/2024,59.4,60.74,12.2,9.5,0,327,10.3,0.7,992,126.1,1.1,1.12,0
7/16/2024,59.5,60.81,12.8,8.9,0,317,8.8,0.4,995,139.1,0.1,0.07,0
7/17/2024,59.7,61,11.1,8.4,0,342,3.8,0.2,997,117.1,0.2,0.19,0
7/18/2024,59.7,61.02,15,7.8,0,11,5.1,0.5,996,236.4,0,0.02,0
7/19/2024,59.7,61.02,12.8,8.4,0,202,4.6,0.5,1002,135.1,0,0,0
7/20/2024,59.4,61.02,18.4,6.1,0,159,4.4,1.1,1002,358.7,0,0,0
7/21/2024,59.4,61.02,20,9.5,0,198,4.2,1.1,1003,264.4,0,0,0
7/22/2024,59.3,61.02,22.3,10,0,255,4.3,1.1,998,312.5,0,0,0
7/23/2024,60,61.65,13.9,11.7,0,211,3.4,0.3,1001,37.03,0.7,0.63,0
7/24/2024,60,61.65,17.3,9.5,0,304,4.1,0.6,996,233.5,0,0,0
7/25/2024,60,61.65,15.6,11.1,0,302,5.1,0.8,1002,131.6,0,0,0
7/26/2024,60.2,61.73,13.4,11.1,0,343,5.4,0.3,1001,85.5,0.2,0.08,0
7/27/2024,61,62.54,12.2,10.6,0,353,6.4,0.2,991,65.7,0.8,0.81,0
7/28/2024,61.1,62.74,14.5,10,0,342,4.4,0.3,989,153.9,0.1,0.2,0
7/29/2024,61.2,62.85,12.2,10,0,195,4.4,0.4,988,99.6,0.1,0.11,0
7/30/2024,61.7,63.37,11.1,8.9,0,327,2.4,0.2,981,76.2,0.5,0.52,0
7/31/2024,61.8,63.52,12.8,8.9,0,24,3.6,0.3,987,138.3,0.1,0.15,0
8/1/2024,61.8,63.53,17.3,7.8,0,76,5.6,0.7,999,324.9,0,0.01,0
8/2/2024,61.8,63.59,13.4,10.6,0,251,6.4,0.4,1007,72.67,0,0.06,0
8/3/2024,61.8,63.62,15,10.6,0,216,5.9,0.6,1009,118.2,0,0.03,0
8/4/2024,61.8,63.65,16.1,10,0,336,4.8,0.7,1008,236.8,0,0.03,0
8/5/2024,61.8,63.65,18.4,8.4,0,213,6.3,1.2,1002,321.8,0,0,0
8/6/2024,61.8,63.65,21.7,9.5,0,22,7.8,0.5,1000,319.4,0,0,0
8/7/2024,61.8,63.65,15.6,11.7,0,133,3.5,0.1,1003,102.4,0,0,0
8/8/2024,62.5,64.58,15,12.2,0,337,3.2,0.1,999,79.28,0.7,0.93,0
8/9/2024,65.2,67.53,13.4,11.7,0,350,1.5,0,994,43.91,2.7,2.95,0
8/10/2024,65.8,67.96,13.9,10,0,185,3.2,0.2,997,132.1,0.6,0.43,0
8/11/2024,67,69.13,10.6,7.8,0,218,4.5,0.4,994,57.92,1.2,1.17,0
8/12/2024,68,70.29,10.6,6.1,0,322,7,0.2,991,90.5,1,1.16,0
8/13/2024,68,70.3,13.9,8.4,0,188,2.7,0.1,996,124.6,0,0.01,0
8/14/2024,67.9,70.3,18.9,6.7,0,311,6,0.7,1000,297.8,0,0,0
8/15/2024,67.8,70.3,17.3,7.2,0,29,3.8,0.3,1006,192.7,0,0,0
8/16/2024,68,70.3,13.4,8.9,0,184,6.6,0.4,1005,108.6,0.2,0,0
8/17/2024,68.1,70.51,12.2,8.9,0,284,3.3,0.3,1003,90.9,0.1,0.21,0
8/18/2024,68,70.51,17.3,9.5,0,203,5.1,0.4,1002,255.5,0,0,0
8/19/2024,68.4,70.95,15.6,8.9,0,348,4.7,0.2,991,104,0.4,0.44,0
8/20/2024,68.6,71.05,13.9,10,0,13,0.4,0,992,115.7,0.2,0.1,0
8/21/2024,68.6,71.05,18.9,8.4,0,186,8.9,0.3,1002,277.4,0,0,0
8/22/2024,68.9,71.29,12.8,8.4,0,336,4.1,0.1,999,77.11,0.3,0.24,0
8/23/2024,68.9,71.33,15,8.4,0,356,3.3,0.1,990,225.2,0,0.04,0
8/24/2024,68.9,71.36,16.1,8.4,0,336,5.8,0.2,988,145.3,0,0.03,0
8/25/2024,69.7,72.09,10,7.8,0,0,0,0,985,24.95,0.8,0.73,0
8/26/2024,69.6,72.15,16.1,7.2,0,170,7.5,0.7,989,158.3,0,0.06,0
8/27/2024,70,72.58,12.8,8.9,0,300,2.6,0.1,995,86.7,0.4,0.43,0
8/28/2024,71.1,73.74,10,7.8,0,225,4.3,0.3,989,50.36,1.1,1.16,0
8/29/2024,71.7,74.29,10.6,8.4,0,316,2.7,0.1,993,68.24,0.6,0.55,0
8/30/2024,71.7,74.34,11.1,7.8,0,324,4.1,0.1,996,97.3,0,0.05,0
8/31/2024,71.7,74.36,11.7,7.2,0,181,2.8,0.2,990,80.7,0,0.02,0
9/1/2024,72.1,74.75,11.1,8.4,0,193,4,0.2,989,59.07,0.4,0.39,0
9/2/2024,72,74.78,13.4,7.8,0,200,4,0.4,994,111,0,0.03,0
9/3/2024,72.2,74.93,12.2,8.9,0,184,3,0.3,999,84.6,0.2,0.15,0
9/4/2024,72.2,74.95,12.2,8.4,0,203,3.1,0.2,1002,85.4,0,0.02,0
9/5/2024,72.5,75.29,11.1,8.4,0,187,3.3,0.4,987,53.59,0.3,0.34,0
9/6/2024,73.7,76.46,-73.4,-73.4,0,5,48.5,40.9,986,47.28,1.2,1.17,0
9/7/2024,74.3,77.02,-73.4,-73.4,0,4,49.2,55.4,993,46.93,0.6,0.56,0
9/8/2024,74.3,77.03,-73.4,-73.4,0,4,49.3,73.8,999,45.15,0,0.01,0
9/9/2024,74.3,77.05,-73.4,-73.4,0,2,48.4,35.1,997,46.45,0,0.02,0
9/10/2024,74.5,77.19,-73.4,-73.4,0,2,48,32.5,998,46.47,0.2,0.14,0
9/11/2024,74.7,77.52,-73.4,-73.4,0,3,48.5,46.2,993,47.06,0.2,0.33,0
9/12/2024,75.3,78.07,-73.4,-73.4,3,2,47.7,22.9,981,46.22,0.6,0.55,3
9/13/2024,75.7,78.46,-73.4,-73.4,3,8,49,67.6,977,45.53,0.4,0.39,0
9/14/2024,75.6,78.46,-73.4,-73.4,4,4,49.8,95.3,991,43.73,0,0,1
9/15/2024,76.3,79.05,-73.4,-73.4,4,6,49,23.2,985,46.2,0.7,0.59,0
9/16/2024,76.7,79.44,-73.4,-73.4,2,4,46.9,47,984,45.06,0.4,0.39,0
9/17/2024,77.1,79.79,-73.4,-73.4,7,6,45.1,50.3,991,42.92,0.4,0.35,5
9/18/2024,77.7,80.44,-73.4,-73.4,6,3,43.8,27.4,982,41.59,0.6,0.65,0
9/19/2024,78.5,81,-73.4,-73.4,4,9,42.4,39.5,988,40.4,0.8,0.56,0
9/20/2024,78.4,81.03,-73.4,-73.4,1,4,44.9,92.3,993,38.05,0,0.03,0
9/21/2024,78.5,81.05,-73.4,-73.4,4,4,45.4,71.9,984,40.18,0.1,0.02,3
9/22/2024,78.6,81.05,-73.4,-73.4,1,11,47.7,94.6,984,39.32,0.1,0,0
9/23/2024,78.5,81.05,-73.4,-73.4,3,8,42.3,34.9,965,38.35,0,0,2
9/24/2024,78.9,81.56,-73.4,-73.4,3,12,45.3,27.7,969,42.97,0.4,0.51,0
9/25/2024,79.3,81.91,-73.4,-73.4,0,6,44.6,17,977,42.76,0.4,0.35,0
9/26/2024,79.3,81.97,-73.4,-73.4,0,2,44.6,50.5,980,42.06,0,0.06,0
9/27/2024,79.7,82.17,-73.4,-73.4,0,4,43.5,52.6,984,38.18,0.4,0.2,0
9/28/2024,79.7,82.17,-73.4,-73.4,0,4,41.9,62.7,995,37.04,0,0,0
9/29/2024,79.7,82.22,-73.4,-73.4,0,3,43.4,40.6,997,41.36,0,0.05,0
9/30/2024,79.7,82.22,-73.4,-73.4,0,4,42.9,55.4,1003,37.26,0,0,0
9/30/2024,79.7,82.22,-99.9,-99.9,0,-99.9,-99.9,-99.9,-99.9,-99.9,0,0,0
10/1/2024,0,0,-73.4,-73.4,0,12,44.6,58.8,980,34.5,0,0,0
10/2/2024,0.2,0,-73.4,-73.4,0,7,44.2,48.7,990,38.21,0.2,0,0
10/3/2024,0.2,0.07,-73.4,-73.4,0,6,41.2,52.6,994,35.8,0,0.07,0
10/4/2024,0.3,0.23,-73.4,-73.4,0,3,39.4,31.2,985,36.26,0.1,0.16,0
10/5/2024,0.4,0.34,-73.4,-73.4,0,3,40.4,26,968,38.87,0.1,0.11,0
10/6/2024,1,0.95,-73.4,-73.4,0,6,40.5,16.8,981,38.45,0.6,0.61,0
10/7/2024,1.3,1.16,-73.4,-73.4,0,3,39.6,27.5,972,37.59,0.3,0.21,0
10/8/2024,1.4,1.21,-73.4,-73.4,0,3,39.9,33.7,982,36.81,0.1,0.05,0
10/9/2024,1.4,1.21,-73.4,-73.4,0,4,39.2,32.1,983,35.81,0,0,0
10/10/2024,1.4,1.22,-73.4,-73.4,0,4,37.4,32.1,988,33.04,0,0.01,0
10/11/2024,1.4,1.39,-73.4,-73.4,0,3,38.5,31.1,994,37.21,0,0.17,0
10/12/2024,1.4,1.41,-73.4,-73.4,0,14,39.8,25.3,974,34.36,0,0.02,0
10/13/2024,2.2,2.05,-73.4,-73.4,0,13,40,13,972,36.86,0.8,0.64,0
10/14/2024,2.5,2.31,-73.4,-73.4,0,4,38.3,17.3,977,34.69,0.3,0.26,0
10/15/2024,2.5,2.32,-73.4,-73.4,0,3,38.1,32,987,33.64,0,0.01,0
10/16/2024,2.6,2.32,-73.4,-73.4,7,4,38.8,19.4,991,34.64,0.1,0,7
10/17/2024,2.6,2.32,-73.4,-73.4,3,12,36.3,24.9,987,31.79,0,0,0